,uri,,ref_id,,title,,first_date,,container,
<record><uri>,/repositories/3/archival_objects/343985,</uri><cid>,MC147_c02889,</cid><unittitle>,"Hawkins, James E",</unittitle><unitdate>,1963,</unitdate><container>,box 392 folder 23 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343986,</uri><cid>,MC147_c02890,</cid><unittitle>,Health,</unittitle><unitdate>,1955-1973,</unitdate><container>,box 392 folder 24-25 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343987,</uri><cid>,MC147_c02891,</cid><unittitle>,Health,</unittitle><unitdate>,1974-1988,</unitdate><container>,box 393 folder 1-2 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343988,</uri><cid>,MC147_c02892,</cid><unittitle>,"Hensley, William L",</unittitle><unitdate>,1978,</unitdate><container>,box 393 folder 3 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343989,</uri><cid>,MC147_c02893,</cid><unittitle>,"Hermelin, Sylvia",</unittitle><unitdate>,1963-1988,</unitdate><container>,box 393 folder 4 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343990,</uri><cid>,MC147_c02894,</cid><unittitle>,Heye Foundations,</unittitle><unitdate>,1964,</unitdate><container>,box 393 folder 5 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343991,</uri><cid>,MC147_c02895,</cid><unittitle>,"Hickel, Walter",</unittitle><unitdate>,1969-1970,</unitdate><container>,box 393 folder 6 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343992,</uri><cid>,MC147_c02896,</cid><unittitle>,"Hirsch, Bertram E",</unittitle><unitdate>,1978,</unitdate><container>,box 393 folder 7 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343993,</uri><cid>,MC147_c02897,</cid><unittitle>,"Hirschfelder, Arlene B",</unittitle><unitdate>,1969-1974,</unitdate><container>,box 393 folder 8 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343994,</uri><cid>,MC147_c02898,</cid><unittitle>,"Hitchcock, Kay",</unittitle><unitdate>,1970-1974,</unitdate><container>,box 393 folder 9 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343995,</uri><cid>,MC147_c02899,</cid><unittitle>,"Hoey, Jane M",</unittitle><unitdate>,1968,</unitdate><container>,box 393 folder 10 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343996,</uri><cid>,MC147_c02900,</cid><unittitle>,"Hopson, Eben",</unittitle><unitdate>,1980,</unitdate><container>,box 393 folder 11 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343997,</uri><cid>,MC147_c02901,</cid><unittitle>,Housing,</unittitle><unitdate>,1967-1988,</unitdate><container>,box 393 folder 12 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343998,</uri><cid>,MC147_c02902,</cid><unittitle>,"Houston, James and Houston, Alicia",</unittitle><unitdate>,1972-1975,</unitdate><container>,box 393 folder 13 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343999,</uri><cid>,MC147_c02903,</cid><unittitle>,"Humphrey, Hubert H",</unittitle><unitdate>,1963-1968,</unitdate><container>,box 393 folder 14 ,</container></record>
<record><uri>,/repositories/3/archival_objects/344000,</uri><cid>,MC147_c02904,</cid><unittitle>,Indian Community Development Block Grant Program,</unittitle><unitdate>,1981,</unitdate><container>,box 393 folder 15 ,</container></record>
<record><uri>,/repositories/3/archival_objects/344001,</uri><cid>,MC147_c02905,</cid><unittitle>,"""Indian Country""",</unittitle><unitdate>,undated,</unitdate><container>,box 393 folder 16 ,</container></record>
<record><uri>,/repositories/3/archival_objects/344002,</uri><cid>,MC147_c02906,</cid><unittitle>,Indian Financing Act,</unittitle><unitdate>,1984,</unitdate><container>,box 393 folder 17 ,</container></record>
<record><uri>,/repositories/3/archival_objects/344003,</uri><cid>,MC147_c02907,</cid><unittitle>,Indian Judgement Funds,</unittitle><unitdate>,1973,</unitdate><container>,box 393 folder 18 ,</container></record>
<record><uri>,/repositories/3/archival_objects/344004,</uri><cid>,MC147_c02908,</cid><unittitle>,Indian Lands,</unittitle><unitdate>,1963-1982,</unitdate><container>,box 393 folder 19 ,</container></record>
<record><uri>,/repositories/3/archival_objects/344005,</uri><cid>,MC147_c02909,</cid><unittitle>,Indian Participation Project,</unittitle><unitdate>,1972,</unitdate><container>,box 393 folder 20 ,</container></record>
<record><uri>,/repositories/3/archival_objects/344006,</uri><cid>,MC147_c02910,</cid><unittitle>,Indian Resources Development Act,</unittitle><unitdate>,1967,</unitdate><container>,box 393 folder 21 ,</container></record>
<record><uri>,/repositories/3/archival_objects/344007,</uri><cid>,MC147_c02911,</cid><unittitle>,Indian Social Services Assistance Act,</unittitle><unitdate>,1987,</unitdate><container>,box 393 folder 22 ,</container></record>
<record><uri>,/repositories/3/archival_objects/344008,</uri><cid>,MC147_c02912,</cid><unittitle>,Indian Trust Counsel Authority,</unittitle><unitdate>,1973,</unitdate><container>,box 393 folder 23 ,</container></record>
<record><uri>,/repositories/3/archival_objects/344009,</uri><cid>,MC147_c02913,</cid><unittitle>,Indians by Arthur Kopit,</unittitle><unitdate>,1969,</unitdate><container>,box 393 folder 24 ,</container></record>
<record><uri>,/repositories/3/archival_objects/344010,</uri><cid>,MC147_c02914,</cid><unittitle>,Inter-American Indian Institute,</unittitle><unitdate>,1969,</unitdate><container>,box 393 folder 25 ,</container></record>
<record><uri>,/repositories/3/archival_objects/344011,</uri><cid>,MC147_c02915,</cid><unittitle>,Inter-Cultural Studies Group,</unittitle><unitdate>,1970-1974,</unitdate><container>,box 393 folder 26 ,</container></record>
<record><uri>,/repositories/3/archival_objects/344012,</uri><cid>,MC147_c02916,</cid><unittitle>,Inuit Circumpolar Conference and Alaska Native Review Commission,</unittitle><unitdate>,1983-1986,</unitdate><container>,box 393 folder 27 ,</container></record>
<record><uri>,/repositories/3/archival_objects/344013,</uri><cid>,MC147_c02917,</cid><unittitle>,"Irving, Ella",</unittitle><unitdate>,1960-1963,</unitdate><container>,box 393 folder 28 ,</container></record>
<record><uri>,/repositories/3/archival_objects/344014,</uri><cid>,MC147_c02918,</cid><unittitle>,John D. and Catherine T. MacArthur Foundation,</unittitle><unitdate>,1982,</unitdate><container>,box 393 folder 29 ,</container></record>
<record><uri>,/repositories/3/archival_objects/344015,</uri><cid>,MC147_c02919,</cid><unittitle>,"Johnson, Emery A",</unittitle><unitdate>,1987,</unitdate><container>,box 394 folder 1 ,</container></record>
<record><uri>,/repositories/3/archival_objects/344016,</uri><cid>,MC147_c02920,</cid><unittitle>,"Jones, Audrey",</unittitle><unitdate>,1972,</unitdate><container>,box 394 folder 2 ,</container></record>
<record><uri>,/repositories/3/archival_objects/344017,</uri><cid>,MC147_c02921,</cid><unittitle>,"Karelsen, Frank E., III",</unittitle><unitdate>,1967,</unitdate><container>,box 394 folder 3 ,</container></record>
<record><uri>,/repositories/3/archival_objects/344018,</uri><cid>,MC147_c02922,</cid><unittitle>,"Keeler, Frank J",</unittitle><unitdate>,1962,</unitdate><container>,box 394 folder 4 ,</container></record>
<record><uri>,/repositories/3/archival_objects/344019,</uri><cid>,MC147_c02923,</cid><unittitle>,"Kennedy, Edward M",</unittitle><unitdate>,1963-1986,</unitdate><container>,box 394 folder 5 ,</container></record>
<record><uri>,/repositories/3/archival_objects/344020,</uri><cid>,MC147_c02924,</cid><unittitle>,"Kimble, Gary N",</unittitle><unitdate>,1989-1990,</unitdate><container>,box 394 folder 6 ,</container></record>
<record><uri>,/repositories/3/archival_objects/344021,</uri><cid>,MC147_c02925,</cid><unittitle>,"Kress, Francesca",</unittitle><unitdate>,1986-1987,</unitdate><container>,box 394 folder 7 ,</container></record>
<record><uri>,/repositories/3/archival_objects/344022,</uri><cid>,MC147_c02926,</cid><unittitle>,"La Farge, Consuelo",</unittitle><unitdate>,1970,</unitdate><container>,box 394 folder 8 ,</container></record>
<record><uri>,/repositories/3/archival_objects/344023,</uri><cid>,MC147_c02927,</cid><unittitle>,"La Farge, Oliver",</unittitle><unitdate>,1958-1963,</unitdate><container>,box 394 folder 9 ,</container></record>
<record><uri>,/repositories/3/archival_objects/344024,</uri><cid>,MC147_c02928,</cid><unittitle>,Lavin Company,</unittitle><unitdate>,1965,</unitdate><container>,box 394 folder 10 ,</container></record>
<record><uri>,/repositories/3/archival_objects/344025,</uri><cid>,MC147_c02929,</cid><unittitle>,Law and Order,</unittitle><unitdate>,1969,</unitdate><container>,box 394 folder 11 ,</container></record>
<record><uri>,/repositories/3/archival_objects/344026,</uri><cid>,MC147_c02930,</cid><unittitle>,"Lazarus, Arthur, Jr",</unittitle><unitdate>,1962-1991,</unitdate><container>,box 394 folder 12 ,</container></record>
<record><uri>,/repositories/3/archival_objects/344027,</uri><cid>,MC147_c02931,</cid><unittitle>,League of Women Voters,</unittitle><unitdate>,1971,</unitdate><container>,box 394 folder 13 ,</container></record>
<record><uri>,/repositories/3/archival_objects/344028,</uri><cid>,MC147_c02932,</cid><unittitle>,Legal Defense Committee,</unittitle><unitdate>,1967,</unitdate><container>,box 394 folder 14 ,</container></record>
<record><uri>,/repositories/3/archival_objects/344029,</uri><cid>,MC147_c02933,</cid><unittitle>,Lobbying,</unittitle><unitdate>,1976,</unitdate><container>,box 394 folder 15 ,</container></record>
<record><uri>,/repositories/3/archival_objects/344030,</uri><cid>,MC147_c02934,</cid><unittitle>,"Lowenthal, John",</unittitle><unitdate>,1978,</unitdate><container>,box 394 folder 16 ,</container></record>
<record><uri>,/repositories/3/archival_objects/344031,</uri><cid>,MC147_c02935,</cid><unittitle>,"McDermott, Walsh",</unittitle><unitdate>,1981,</unitdate><container>,box 394 folder 17 ,</container></record>
<record><uri>,/repositories/3/archival_objects/344032,</uri><cid>,MC147_c02936,</cid><unittitle>,"McGovern, George",</unittitle><unitdate>,1963-1976,</unitdate><container>,box 394 folder 18 ,</container></record>
<record><uri>,/repositories/3/archival_objects/344033,</uri><cid>,MC147_c02937,</cid><unittitle>,"McKay, Iliff",</unittitle><unitdate>,1966-1979,</unitdate><container>,box 394 folder 19 ,</container></record>
<record><uri>,/repositories/3/archival_objects/344034,</uri><cid>,MC147_c02938,</cid><unittitle>,"McLane, Charles M",</unittitle><unitdate>,1972,</unitdate><container>,box 394 folder 20 ,</container></record>
<record><uri>,/repositories/3/archival_objects/344035,</uri><cid>,MC147_c02939,</cid><unittitle>,"McNickle, D'Arcy",</unittitle><unitdate>,1971-1977,</unitdate><container>,box 394 folder 21 ,</container></record>
<record><uri>,/repositories/3/archival_objects/344036,</uri><cid>,MC147_c02940,</cid><unittitle>,"Madigan, La Verne",</unittitle><unitdate>,1957-1962,</unitdate><container>,box 394 folder 22 ,</container></record>
<record><uri>,/repositories/3/archival_objects/344037,</uri><cid>,MC147_c02941,</cid><unittitle>,Maine Indians,</unittitle><unitdate>,1961-1986,</unitdate><container>,box 394 folder 23 ,</container></record>
<record><uri>,/repositories/3/archival_objects/344038,</uri><cid>,MC147_c02942,</cid><unittitle>,Maps,</unittitle><unitdate>,1972,</unitdate><container>,box 394 folder 24 ,</container></record>
<record><uri>,/repositories/3/archival_objects/344039,</uri><cid>,MC147_c02943,</cid><unittitle>,Massachusetts Institute of Technology,</unittitle><unitdate>,1966,</unitdate><container>,box 394 folder 25 ,</container></record>
<record><uri>,/repositories/3/archival_objects/344040,</uri><cid>,MC147_c02944,</cid><unittitle>,"Meeds, Lloyd",</unittitle><unitdate>,1977,</unitdate><container>,box 394 folder 26 ,</container></record>
<record><uri>,/repositories/3/archival_objects/344041,</uri><cid>,MC147_c02945,</cid><unittitle>,"""Memories of 90 Years""",</unittitle><unitdate>,1984,</unitdate><container>,box 394 folder 27 ,</container></record>
<record><uri>,/repositories/3/archival_objects/344042,</uri><cid>,MC147_c02946,</cid><unittitle>,Menominee Indians,</unittitle><unitdate>,1964,</unitdate><container>,box 394 folder 28 ,</container></record>
<record><uri>,/repositories/3/archival_objects/344043,</uri><cid>,MC147_c02947,</cid><unittitle>,Miccosukee Tribe,</unittitle><unitdate>,1959-1967,</unitdate><container>,box 395 folder 1 ,</container></record>
<record><uri>,/repositories/3/archival_objects/344044,</uri><cid>,MC147_c02948,</cid><unittitle>,"Mitchell, Donald C",</unittitle><unitdate>,1989-1990,</unitdate><container>,box 395 folder 2 ,</container></record>
<record><uri>,/repositories/3/archival_objects/344045,</uri><cid>,MC147_c02949,</cid><unittitle>,Mohawk Indians,</unittitle><unitdate>,1975-1977,</unitdate><container>,box 395 folder 3 ,</container></record>
<record><uri>,/repositories/3/archival_objects/344046,</uri><cid>,MC147_c02950,</cid><unittitle>,"Momaday, Scott",</unittitle><unitdate>,1964,</unitdate><container>,box 395 folder 4 ,</container></record>
<record><uri>,/repositories/3/archival_objects/344047,</uri><cid>,MC147_c02951,</cid><unittitle>,"Mondale, Walter F",</unittitle><unitdate>,1989,</unitdate><container>,box 395 folder 5 ,</container></record>
<record><uri>,/repositories/3/archival_objects/344048,</uri><cid>,MC147_c02952,</cid><unittitle>,"Montgomery, Arthur",</unittitle><unitdate>,1970,</unitdate><container>,box 395 folder 6 ,</container></record>
<record><uri>,/repositories/3/archival_objects/344049,</uri><cid>,MC147_c02953,</cid><unittitle>,"Morgan, Lael",</unittitle><unitdate>,1988-1990,</unitdate><container>,box 395 folder 7 ,</container></record>
<record><uri>,/repositories/3/archival_objects/344050,</uri><cid>,MC147_c02954,</cid><unittitle>,"Muschenheim, Carl",</unittitle><unitdate>,1964-1977,</unitdate><container>,box 395 folder 8 ,</container></record>
<record><uri>,/repositories/3/archival_objects/344051,</uri><cid>,MC147_c02955,</cid><unittitle>,"Muschenheim, Ronda",</unittitle><unitdate>,1961-1989,</unitdate><container>,box 395 folder 9 ,</container></record>
<record><uri>,/repositories/3/archival_objects/344052,</uri><cid>,MC147_c02956,</cid><unittitle>,Myths and Legends,</unittitle><unitdate>,1987,</unitdate><container>,box 395 folder 10 ,</container></record>
<record><uri>,/repositories/3/archival_objects/344053,</uri><cid>,MC147_c02957,</cid><unittitle>,National Council on Indian Opportunity,</unittitle><unitdate>,1968,</unitdate><container>,box 395 folder 11 ,</container></record>
<record><uri>,/repositories/3/archival_objects/344054,</uri><cid>,MC147_c02958,</cid><unittitle>,Native American Rights Fund,</unittitle><unitdate>,1975-1988,</unitdate><container>,box 395 folder 12 ,</container></record>
<record><uri>,/repositories/3/archival_objects/344055,</uri><cid>,MC147_c02959,</cid><unittitle>,Navajo Indians,</unittitle><unitdate>,1968-1989,</unitdate><container>,box 395 folder 13 ,</container></record>
<record><uri>,/repositories/3/archival_objects/344056,</uri><cid>,MC147_c02960,</cid><unittitle>,"Newman, Jeffrey",</unittitle><unitdate>,1969-1974,</unitdate><container>,box 395 folder 14 ,</container></record>
<record><uri>,/repositories/3/archival_objects/344057,</uri><cid>,MC147_c02961,</cid><unittitle>,"Nixon, Richard M",</unittitle><unitdate>,1968,</unitdate><container>,box 395 folder 15 ,</container></record>
<record><uri>,/repositories/3/archival_objects/344058,</uri><cid>,MC147_c02962,</cid><unittitle>,Nominating Committee,</unittitle><unitdate>,1960-1986,</unitdate><container>,box 395 folder 16 ,</container></record>
<record><uri>,/repositories/3/archival_objects/344059,</uri><cid>,MC147_c02963,</cid><unittitle>,Northern Cheyenne Tribe,</unittitle><unitdate>,1958-1963,</unitdate><container>,box 395 folder 17 ,</container></record>
<record><uri>,/repositories/3/archival_objects/344060,</uri><cid>,MC147_c02964,</cid><unittitle>,Northern Cheyenne Tribe,</unittitle><unitdate>,1963-1975,</unitdate><container>,box 396 folder 1 ,</container></record>
